survey_route,survey_agency,survey_tech,standard_route_id,standard_line_name,BART_line_name,MTC_line_name,standard_operator,standard_headsign,standard_agency,standard_route_short_name,standard_route_long_name,canonical_operator
200 - Martinez / Pittsburg EB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,534,4_tri-delta_534_AM_d0_s1577,4_tri-delta_534_AM_d0_s1577,4_534_AM_d0_s1577,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,200,Martinez / Pittsburg,Tri Delta Transit
200 - Martinez / Pittsburg EB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,534,4_tri-delta_534_PM_d1_s1578,4_tri-delta_534_PM_d1_s1578,4_534_PM_d1_s1578,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,200,Martinez / Pittsburg,Tri Delta Transit
200 - Martinez / Pittsburg EB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,534,4_tri-delta_534_PM_d0_s1577,4_tri-delta_534_PM_d0_s1577,4_534_PM_d0_s1577,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,200,Martinez / Pittsburg,Tri Delta Transit
200 - Martinez / Pittsburg WB to Martinez AMTRAK,TriDelta Transit,LOCAL,534,4_tri-delta_534_MD_d1_s1578,4_tri-delta_534_MD_d1_s1578,4_534_MD_d1_s1578,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,200,Martinez / Pittsburg,Tri Delta Transit
200 - Martinez / Pittsburg WB to Martinez AMTRAK,TriDelta Transit,LOCAL,534,4_tri-delta_534_MD_d0_s1577,4_tri-delta_534_MD_d0_s1577,4_534_MD_d0_s1577,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,200,Martinez / Pittsburg,Tri Delta Transit
200 - Martinez / Pittsburg WB to Martinez AMTRAK,TriDelta Transit,LOCAL,534,4_tri-delta_534_AM_d1_s1578,4_tri-delta_534_AM_d1_s1578,4_534_AM_d1_s1578,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,200,Martinez / Pittsburg,Tri Delta Transit
200 - Martinez / Pittsburg WB to Martinez AMTRAK,TriDelta Transit,LOCAL,534,4_tri-delta_534_AM_d0_s1577,4_tri-delta_534_AM_d0_s1577,4_534_AM_d0_s1577,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,200,Martinez / Pittsburg,Tri Delta Transit
200 - Martinez / Pittsburg WB to Martinez AMTRAK,TriDelta Transit,LOCAL,534,4_tri-delta_534_PM_d1_s1578,4_tri-delta_534_PM_d1_s1578,4_534_PM_d1_s1578,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,200,Martinez / Pittsburg,Tri Delta Transit
200 - Martinez / Pittsburg WB to Martinez AMTRAK,TriDelta Transit,LOCAL,534,4_tri-delta_534_PM_d0_s1577,4_tri-delta_534_PM_d0_s1577,4_534_PM_d0_s1577,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,200,Martinez / Pittsburg,Tri Delta Transit
201 - Pittsburg / Concord BART EB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,537,4_tri-delta_537_AM_d1_s1580,4_tri-delta_537_AM_d1_s1580,4_537_AM_d1_s1580,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,201,Pittsburg / Concord BART,Tri Delta Transit
201 - Pittsburg / Concord BART EB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,537,4_tri-delta_537_AM_d0_s1579,4_tri-delta_537_AM_d0_s1579,4_537_AM_d0_s1579,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,201,Pittsburg / Concord BART,Tri Delta Transit
201 - Pittsburg / Concord BART EB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,537,4_tri-delta_537_PM_d1_s1580,4_tri-delta_537_PM_d1_s1580,4_537_PM_d1_s1580,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,201,Pittsburg / Concord BART,Tri Delta Transit
201 - Pittsburg / Concord BART EB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,537,4_tri-delta_537_PM_d0_s1579,4_tri-delta_537_PM_d0_s1579,4_537_PM_d0_s1579,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,201,Pittsburg / Concord BART,Tri Delta Transit
201 - Pittsburg / Concord BART EB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,537,4_tri-delta_537_MD_d1_s1580,4_tri-delta_537_MD_d1_s1580,4_537_MD_d1_s1580,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,201,Pittsburg / Concord BART,Tri Delta Transit
201 - Pittsburg / Concord BART EB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,537,4_tri-delta_537_MD_d0_s1579,4_tri-delta_537_MD_d0_s1579,4_537_MD_d0_s1579,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,201,Pittsburg / Concord BART,Tri Delta Transit
201 - Pittsburg / Concord BART EB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,537,4_tri-delta_537_EA_d1_s1580,4_tri-delta_537_EA_d1_s1580,4_537_EA_d1_s1580,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,201,Pittsburg / Concord BART,Tri Delta Transit
201 - Pittsburg / Concord BART EB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,537,4_tri-delta_537_EV_d0_s1579,4_tri-delta_537_EV_d0_s1579,4_537_EV_d0_s1579,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,201,Pittsburg / Concord BART,Tri Delta Transit
201 - Pittsburg / Concord BART WB to Concord BART,TriDelta Transit,LOCAL,537,4_tri-delta_537_AM_d1_s1580,4_tri-delta_537_AM_d1_s1580,4_537_AM_d1_s1580,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,201,Pittsburg / Concord BART,Tri Delta Transit
201 - Pittsburg / Concord BART WB to Concord BART,TriDelta Transit,LOCAL,537,4_tri-delta_537_AM_d0_s1579,4_tri-delta_537_AM_d0_s1579,4_537_AM_d0_s1579,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,201,Pittsburg / Concord BART,Tri Delta Transit
201 - Pittsburg / Concord BART WB to Concord BART,TriDelta Transit,LOCAL,537,4_tri-delta_537_PM_d1_s1580,4_tri-delta_537_PM_d1_s1580,4_537_PM_d1_s1580,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,201,Pittsburg / Concord BART,Tri Delta Transit
201 - Pittsburg / Concord BART WB to Concord BART,TriDelta Transit,LOCAL,537,4_tri-delta_537_PM_d0_s1579,4_tri-delta_537_PM_d0_s1579,4_537_PM_d0_s1579,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,201,Pittsburg / Concord BART,Tri Delta Transit
201 - Pittsburg / Concord BART WB to Concord BART,TriDelta Transit,LOCAL,537,4_tri-delta_537_MD_d1_s1580,4_tri-delta_537_MD_d1_s1580,4_537_MD_d1_s1580,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,201,Pittsburg / Concord BART,Tri Delta Transit
201 - Pittsburg / Concord BART WB to Concord BART,TriDelta Transit,LOCAL,537,4_tri-delta_537_MD_d0_s1579,4_tri-delta_537_MD_d0_s1579,4_537_MD_d0_s1579,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,201,Pittsburg / Concord BART,Tri Delta Transit
201 - Pittsburg / Concord BART WB to Concord BART,TriDelta Transit,LOCAL,537,4_tri-delta_537_EA_d1_s1580,4_tri-delta_537_EA_d1_s1580,4_537_EA_d1_s1580,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,201,Pittsburg / Concord BART,Tri Delta Transit
201 - Pittsburg / Concord BART WB to Concord BART,TriDelta Transit,LOCAL,537,4_tri-delta_537_EV_d0_s1579,4_tri-delta_537_EV_d0_s1579,4_537_EV_d0_s1579,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,201,Pittsburg / Concord BART,Tri Delta Transit
300 - Express Bart / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,530,4_tri-delta_530_PM_d0_s1581,4_tri-delta_530_PM_d0_s1581,4_530_PM_d0_s1581,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,300,Express Bart / Brentwood,Tri Delta Transit
300 - Express Bart / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,530,4_tri-delta_530_EA_d1_s1582,4_tri-delta_530_EA_d1_s1582,4_530_EA_d1_s1582,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,300,Express Bart / Brentwood,Tri Delta Transit
300 - Express Bart / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,530,4_tri-delta_530_PM_d1_s1582,4_tri-delta_530_PM_d1_s1582,4_530_PM_d1_s1582,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,300,Express Bart / Brentwood,Tri Delta Transit
300 - Express Bart / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,530,4_tri-delta_530_EV_d0_s1581,4_tri-delta_530_EV_d0_s1581,4_530_EV_d0_s1581,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,300,Express Bart / Brentwood,Tri Delta Transit
300 - Express Bart / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,530,4_tri-delta_530_AM_d1_s1582,4_tri-delta_530_AM_d1_s1582,4_530_AM_d1_s1582,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,300,Express Bart / Brentwood,Tri Delta Transit
300 - Express Bart / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,530,4_tri-delta_530_AM_d0_s1581,4_tri-delta_530_AM_d0_s1581,4_530_AM_d0_s1581,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,300,Express Bart / Brentwood,Tri Delta Transit
300 - Express Bart / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,530,4_tri-delta_530_EV_d1_s1582,4_tri-delta_530_EV_d1_s1582,4_530_EV_d1_s1582,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,300,Express Bart / Brentwood,Tri Delta Transit
300 - Express Bart / Brentwood EB to Brentwood Park n Ride,TriDelta Transit,LOCAL,530,4_tri-delta_530_MD_d1_s1582,4_tri-delta_530_MD_d1_s1582,4_530_MD_d1_s1582,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,300,Express Bart / Brentwood,Tri Delta Transit
300 - Express Bart / Brentwood WB to Antioch BART,TriDelta Transit,LOCAL,530,4_tri-delta_530_PM_d0_s1581,4_tri-delta_530_PM_d0_s1581,4_530_PM_d0_s1581,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,300,Express Bart / Brentwood,Tri Delta Transit
300 - Express Bart / Brentwood WB to Antioch BART,TriDelta Transit,LOCAL,530,4_tri-delta_530_EA_d1_s1582,4_tri-delta_530_EA_d1_s1582,4_530_EA_d1_s1582,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,300,Express Bart / Brentwood,Tri Delta Transit
300 - Express Bart / Brentwood WB to Antioch BART,TriDelta Transit,LOCAL,530,4_tri-delta_530_PM_d1_s1582,4_tri-delta_530_PM_d1_s1582,4_530_PM_d1_s1582,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,300,Express Bart / Brentwood,Tri Delta Transit
300 - Express Bart / Brentwood WB to Antioch BART,TriDelta Transit,LOCAL,530,4_tri-delta_530_EV_d0_s1581,4_tri-delta_530_EV_d0_s1581,4_530_EV_d0_s1581,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,300,Express Bart / Brentwood,Tri Delta Transit
300 - Express Bart / Brentwood WB to Antioch BART,TriDelta Transit,LOCAL,530,4_tri-delta_530_AM_d1_s1582,4_tri-delta_530_AM_d1_s1582,4_530_AM_d1_s1582,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,300,Express Bart / Brentwood,Tri Delta Transit
300 - Express Bart / Brentwood WB to Antioch BART,TriDelta Transit,LOCAL,530,4_tri-delta_530_AM_d0_s1581,4_tri-delta_530_AM_d0_s1581,4_530_AM_d0_s1581,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,300,Express Bart / Brentwood,Tri Delta Transit
300 - Express Bart / Brentwood WB to Antioch BART,TriDelta Transit,LOCAL,530,4_tri-delta_530_EV_d1_s1582,4_tri-delta_530_EV_d1_s1582,4_530_EV_d1_s1582,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,300,Express Bart / Brentwood,Tri Delta Transit
300 - Express Bart / Brentwood WB to Antioch BART,TriDelta Transit,LOCAL,530,4_tri-delta_530_MD_d1_s1582,4_tri-delta_530_MD_d1_s1582,4_530_MD_d1_s1582,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,300,Express Bart / Brentwood,Tri Delta Transit
379 - Antioch Deer Valley EB to Deer Valley Kaiser,TriDelta Transit,LOCAL,532,4_tri-delta_532_PM_d1_s1584,4_tri-delta_532_PM_d1_s1584,4_532_PM_d1_s1584,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,379,Antioch Deer Valley,Tri Delta Transit
379 - Antioch Deer Valley EB to Deer Valley Kaiser,TriDelta Transit,LOCAL,532,4_tri-delta_532_AM_d0_s1583,4_tri-delta_532_AM_d0_s1583,4_532_AM_d0_s1583,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,379,Antioch Deer Valley,Tri Delta Transit
380 - Pittsburg BART / Antioch EB to Antioch BART,TriDelta Transit,LOCAL,531,4_tri-delta_531_EA_d0_s1585,4_tri-delta_531_EA_d0_s1585,4_531_EA_d0_s1585,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,380,Pittsburg BART / Antioch,Tri Delta Transit
380 - Pittsburg BART / Antioch EB to Antioch BART,TriDelta Transit,LOCAL,531,4_tri-delta_531_MD_d0_s1585,4_tri-delta_531_MD_d0_s1585,4_531_MD_d0_s1585,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,380,Pittsburg BART / Antioch,Tri Delta Transit
380 - Pittsburg BART / Antioch EB to Antioch BART,TriDelta Transit,LOCAL,531,4_tri-delta_531_EA_d1_s1588,4_tri-delta_531_EA_d1_s1588,4_531_EA_d1_s1588,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,380,Pittsburg BART / Antioch,Tri Delta Transit
380 - Pittsburg BART / Antioch EB to Antioch BART,TriDelta Transit,LOCAL,531,4_tri-delta_531_MD_d1_s1588,4_tri-delta_531_MD_d1_s1588,4_531_MD_d1_s1588,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,380,Pittsburg BART / Antioch,Tri Delta Transit
380 - Pittsburg BART / Antioch EB to Antioch BART,TriDelta Transit,LOCAL,531,4_tri-delta_531_EV_d1_s1588,4_tri-delta_531_EV_d1_s1588,4_531_EV_d1_s1588,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,380,Pittsburg BART / Antioch,Tri Delta Transit
380 - Pittsburg BART / Antioch EB to Antioch BART,TriDelta Transit,LOCAL,531,4_tri-delta_531_AM_d1_s1588,4_tri-delta_531_AM_d1_s1588,4_531_AM_d1_s1588,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,380,Pittsburg BART / Antioch,Tri Delta Transit
380 - Pittsburg BART / Antioch EB to Antioch BART,TriDelta Transit,LOCAL,531,4_tri-delta_531_PM_d1_s1588,4_tri-delta_531_PM_d1_s1588,4_531_PM_d1_s1588,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,380,Pittsburg BART / Antioch,Tri Delta Transit
380 - Pittsburg BART / Antioch EB to Antioch BART,TriDelta Transit,LOCAL,531,4_tri-delta_531_EV_d0_s1585,4_tri-delta_531_EV_d0_s1585,4_531_EV_d0_s1585,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,380,Pittsburg BART / Antioch,Tri Delta Transit
380 - Pittsburg BART / Antioch EB to Antioch BART,TriDelta Transit,LOCAL,531,4_tri-delta_531_PM_d0_s1585,4_tri-delta_531_PM_d0_s1585,4_531_PM_d0_s1585,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,380,Pittsburg BART / Antioch,Tri Delta Transit
380 - Pittsburg BART / Antioch EB to Antioch BART,TriDelta Transit,LOCAL,531,4_tri-delta_531_AM_d0_s1585,4_tri-delta_531_AM_d0_s1585,4_531_AM_d0_s1585,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,380,Pittsburg BART / Antioch,Tri Delta Transit
380 - Pittsburg BART / Antioch WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,531,4_tri-delta_531_EA_d0_s1585,4_tri-delta_531_EA_d0_s1585,4_531_EA_d0_s1585,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,380,Pittsburg BART / Antioch,Tri Delta Transit
380 - Pittsburg BART / Antioch WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,531,4_tri-delta_531_MD_d0_s1585,4_tri-delta_531_MD_d0_s1585,4_531_MD_d0_s1585,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,380,Pittsburg BART / Antioch,Tri Delta Transit
380 - Pittsburg BART / Antioch WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,531,4_tri-delta_531_EA_d1_s1588,4_tri-delta_531_EA_d1_s1588,4_531_EA_d1_s1588,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,380,Pittsburg BART / Antioch,Tri Delta Transit
380 - Pittsburg BART / Antioch WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,531,4_tri-delta_531_MD_d1_s1588,4_tri-delta_531_MD_d1_s1588,4_531_MD_d1_s1588,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,380,Pittsburg BART / Antioch,Tri Delta Transit
380 - Pittsburg BART / Antioch WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,531,4_tri-delta_531_EV_d1_s1588,4_tri-delta_531_EV_d1_s1588,4_531_EV_d1_s1588,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,380,Pittsburg BART / Antioch,Tri Delta Transit
380 - Pittsburg BART / Antioch WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,531,4_tri-delta_531_AM_d1_s1588,4_tri-delta_531_AM_d1_s1588,4_531_AM_d1_s1588,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,380,Pittsburg BART / Antioch,Tri Delta Transit
380 - Pittsburg BART / Antioch WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,531,4_tri-delta_531_PM_d1_s1588,4_tri-delta_531_PM_d1_s1588,4_531_PM_d1_s1588,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,380,Pittsburg BART / Antioch,Tri Delta Transit
380 - Pittsburg BART / Antioch WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,531,4_tri-delta_531_EV_d0_s1585,4_tri-delta_531_EV_d0_s1585,4_531_EV_d0_s1585,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,380,Pittsburg BART / Antioch,Tri Delta Transit
380 - Pittsburg BART / Antioch WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,531,4_tri-delta_531_PM_d0_s1585,4_tri-delta_531_PM_d0_s1585,4_531_PM_d0_s1585,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,380,Pittsburg BART / Antioch,Tri Delta Transit
380 - Pittsburg BART / Antioch WB to Pittsburg-Bay Point BART,TriDelta Transit,LOCAL,531,4_tri-delta_531_AM_d0_s1585,4_tri-delta_531_AM_d0_s1585,4_531_AM_d0_s1585,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,380,Pittsburg BART / Antioch,Tri Delta Transit
381 - LMC / Pittsburg EB to Los Medanos College,TriDelta Transit,LOCAL,526,4_tri-delta_526_AM_d0_s1589,4_tri-delta_526_AM_d0_s1589,4_526_AM_d0_s1589,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,381,LMC / Pittsburg,Tri Delta Transit
381 - LMC / Pittsburg EB to Los Medanos College,TriDelta Transit,LOCAL,526,4_tri-delta_526_AM_d1_s1590,4_tri-delta_526_AM_d1_s1590,4_526_AM_d1_s1590,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,381,LMC / Pittsburg,Tri Delta Transit
381 - LMC / Pittsburg EB to Los Medanos College,TriDelta Transit,LOCAL,526,4_tri-delta_526_MD_d0_s1589,4_tri-delta_526_MD_d0_s1589,4_526_MD_d0_s1589,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,381,LMC / Pittsburg,Tri Delta Transit
381 - LMC / Pittsburg EB to Los Medanos College,TriDelta Transit,LOCAL,526,4_tri-delta_526_MD_d1_s1590,4_tri-delta_526_MD_d1_s1590,4_526_MD_d1_s1590,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,381,LMC / Pittsburg,Tri Delta Transit
381 - LMC / Pittsburg EB to Los Medanos College,TriDelta Transit,LOCAL,526,4_tri-delta_526_PM_d0_s1589,4_tri-delta_526_PM_d0_s1589,4_526_PM_d0_s1589,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,381,LMC / Pittsburg,Tri Delta Transit
381 - LMC / Pittsburg EB to Los Medanos College,TriDelta Transit,LOCAL,526,4_tri-delta_526_PM_d1_s1590,4_tri-delta_526_PM_d1_s1590,4_526_PM_d1_s1590,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,381,LMC / Pittsburg,Tri Delta Transit
381 - LMC / Pittsburg WB to Pittsburg Marina,TriDelta Transit,LOCAL,526,4_tri-delta_526_AM_d0_s1589,4_tri-delta_526_AM_d0_s1589,4_526_AM_d0_s1589,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,381,LMC / Pittsburg,Tri Delta Transit
381 - LMC / Pittsburg WB to Pittsburg Marina,TriDelta Transit,LOCAL,526,4_tri-delta_526_AM_d1_s1590,4_tri-delta_526_AM_d1_s1590,4_526_AM_d1_s1590,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,381,LMC / Pittsburg,Tri Delta Transit
381 - LMC / Pittsburg WB to Pittsburg Marina,TriDelta Transit,LOCAL,526,4_tri-delta_526_MD_d0_s1589,4_tri-delta_526_MD_d0_s1589,4_526_MD_d0_s1589,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,381,LMC / Pittsburg,Tri Delta Transit
381 - LMC / Pittsburg WB to Pittsburg Marina,TriDelta Transit,LOCAL,526,4_tri-delta_526_MD_d1_s1590,4_tri-delta_526_MD_d1_s1590,4_526_MD_d1_s1590,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,381,LMC / Pittsburg,Tri Delta Transit
381 - LMC / Pittsburg WB to Pittsburg Marina,TriDelta Transit,LOCAL,526,4_tri-delta_526_PM_d0_s1589,4_tri-delta_526_PM_d0_s1589,4_526_PM_d0_s1589,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,381,LMC / Pittsburg,Tri Delta Transit
381 - LMC / Pittsburg WB to Pittsburg Marina,TriDelta Transit,LOCAL,526,4_tri-delta_526_PM_d1_s1590,4_tri-delta_526_PM_d1_s1590,4_526_PM_d1_s1590,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,381,LMC / Pittsburg,Tri Delta Transit
383 - Antioch / Oakley EB to Blue Goose Park,TriDelta Transit,LOCAL,524,4_tri-delta_524_AM_d1_s1592,4_tri-delta_524_AM_d1_s1592,4_524_AM_d1_s1592,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,383,Antioch / Oakley,Tri Delta Transit
383 - Antioch / Oakley EB to Blue Goose Park,TriDelta Transit,LOCAL,524,4_tri-delta_524_AM_d0_s1591,4_tri-delta_524_AM_d0_s1591,4_524_AM_d0_s1591,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,383,Antioch / Oakley,Tri Delta Transit
383 - Antioch / Oakley EB to Blue Goose Park,TriDelta Transit,LOCAL,524,4_tri-delta_524_MD_d0_s1591,4_tri-delta_524_MD_d0_s1591,4_524_MD_d0_s1591,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,383,Antioch / Oakley,Tri Delta Transit
383 - Antioch / Oakley EB to Blue Goose Park,TriDelta Transit,LOCAL,524,4_tri-delta_524_MD_d1_s1592,4_tri-delta_524_MD_d1_s1592,4_524_MD_d1_s1592,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,383,Antioch / Oakley,Tri Delta Transit
383 - Antioch / Oakley EB to Blue Goose Park,TriDelta Transit,LOCAL,524,4_tri-delta_524_PM_d1_s1592,4_tri-delta_524_PM_d1_s1592,4_524_PM_d1_s1592,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,383,Antioch / Oakley,Tri Delta Transit
383 - Antioch / Oakley EB to Blue Goose Park,TriDelta Transit,LOCAL,524,4_tri-delta_524_PM_d0_s1591,4_tri-delta_524_PM_d0_s1591,4_524_PM_d0_s1591,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,383,Antioch / Oakley,Tri Delta Transit
383 - Antioch / Oakley WB to Tri Delta Transit,TriDelta Transit,LOCAL,524,4_tri-delta_524_AM_d1_s1592,4_tri-delta_524_AM_d1_s1592,4_524_AM_d1_s1592,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,383,Antioch / Oakley,Tri Delta Transit
383 - Antioch / Oakley WB to Tri Delta Transit,TriDelta Transit,LOCAL,524,4_tri-delta_524_AM_d0_s1591,4_tri-delta_524_AM_d0_s1591,4_524_AM_d0_s1591,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,383,Antioch / Oakley,Tri Delta Transit
383 - Antioch / Oakley WB to Tri Delta Transit,TriDelta Transit,LOCAL,524,4_tri-delta_524_MD_d0_s1591,4_tri-delta_524_MD_d0_s1591,4_524_MD_d0_s1591,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,383,Antioch / Oakley,Tri Delta Transit
383 - Antioch / Oakley WB to Tri Delta Transit,TriDelta Transit,LOCAL,524,4_tri-delta_524_MD_d1_s1592,4_tri-delta_524_MD_d1_s1592,4_524_MD_d1_s1592,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,383,Antioch / Oakley,Tri Delta Transit
383 - Antioch / Oakley WB to Tri Delta Transit,TriDelta Transit,LOCAL,524,4_tri-delta_524_PM_d1_s1592,4_tri-delta_524_PM_d1_s1592,4_524_PM_d1_s1592,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,383,Antioch / Oakley,Tri Delta Transit
383 - Antioch / Oakley WB to Tri Delta Transit,TriDelta Transit,LOCAL,524,4_tri-delta_524_PM_d0_s1591,4_tri-delta_524_PM_d0_s1591,4_524_PM_d0_s1591,Tri Delta Transit,NA,TriDelta-GTFS-2018-05-24_21-43-17,383,Antioch / Oakley,Tri Delta Transit
