station,district,route,direction,type,year_of_coordinates,latitude,longitude,shstReferenceId,model_link_id,A,B,station_unique_lat_long_pairs,station_distance_moved_ft
407331,4,85,N,ML,2017,37.335431,-122.058337,cf102c5b815e707a56d4e98b52be6fd9,2221084,2154771,2013245,1,0.0
407332,4,85,N,HV,2015,37.407311,-122.069566,15c76e84c0cd4758aa8288f0688d5850,2023434,2003516,2064604,1,0.0
407333,4,85,N,FF,2015,37.407159,-122.069584,15c76e84c0cd4758aa8288f0688d5850,2023434,2003516,2064604,1,0.0
407337,4,85,N,ML,2015,37.352542,-122.060668,b14b6e8f67f71c22eb9f2c98dc080fef,2189356,2129611,2100941,2,211.6261730889031
407338,4,85,N,OR,2017,37.353092,-122.0609,1d235d81c7b05887177d8bcb58ab36a0,2031235,2030331,2100941,1,0.0
407340,4,85,N,FR,2015,37.351571,-122.060285,9c1cd558d4b0a49fde2754009f31f613,2166834,2129611,2054853,1,0.0
407341,4,85,N,ML,2017,37.344713,-122.059766,000619909cfedfdc3ae846759247e09f,2000019,2000020,2129611,1,0.0
407342,4,85,N,ML,2017,37.379094,-122.067604,6c9afb2ca10aeb4430b0f669634c9795,2116173,2098693,2100629,1,0.0
407343,4,85,N,OR,2017,37.379094,-122.067604,b577eaa4f27ab8cd32cca7b39470e606,2193746,2143136,2100629,1,0.0
407344,4,85,N,ML,2017,37.331501,-122.054687,25c7faf230acac5b95be6c406be9f4bb,2040515,2038813,2154771,1,0.0
407345,4,85,N,OR,2017,37.331501,-122.054687,42924b5086d501077c62e8d58050abc1,2071254,2065078,2170330,1,0.0
407346,4,85,N,OR,2017,37.335431,-122.058337,c59970d2ad2f3d54ae6d2476241f787d,2210944,2150724,2013245,1,0.0
407347,4,85,S,FR,2015,37.394258,-122.068542,63c199e2b9a473fb0217d621d95c98ac,2106725,2092038,2058421,1,0.0
407348,4,85,S,ML,2015,37.384273,-122.068412,274e4fee4d8c213db83655723183e02e,2042065,2017301,2169849,1,0.0
407349,4,85,S,OR,2015,37.384273,-122.068412,702bdb37e184e660a6cbe964939fe7f6,2120069,2068422,2169849,1,0.0
407351,4,85,S,FR,2015,37.377057,-122.067805,c29e7425db872b3e1f1ced74046b6e77,2207805,2038768,2155458,1,0.0
407352,4,85,S,ML,2015,37.377057,-122.067805,a424b15c38541f28294bda067afdecb3,2175467,2104948,2155458,1,0.0
407353,4,85,S,OR,2015,37.377057,-122.067805,c29e7425db872b3e1f1ced74046b6e77,2207805,2038768,2155458,1,0.0
407354,4,85,S,FF,2017,37.337629,-122.059717,fdeebd62c59c31832893f69f4ce19857,2271240,2145984,2065078,1,0.0
407358,4,85,S,FF,2015,37.407009,-122.070043,00ff1d8493ea56e766bedbd47663cbb0,2001109,2001118,2128730,1,0.0
407359,4,85,S,HV,2015,37.407147,-122.070055,00ff1d8493ea56e766bedbd47663cbb0,2001109,2001118,2128730,1,0.0
407360,4,85,S,ML,2017,37.373187,-122.067646,d0acf1957db7b1d36cb021d138c2e17d,2222812,2155458,2048082,1,0.0
407361,4,85,S,ML,2017,37.363107,-122.063006,d0acf1957db7b1d36cb021d138c2e17d,2222812,2155458,2048082,1,0.0
407363,4,85,S,FR,2015,37.352501,-122.060893,1c1dc52ab96b359d719ea48b383e776c,2030129,2029326,2072226,2,528.3710493248778
407364,4,85,S,ML,2017,37.351529,-122.060518,2fb1f33100be494eaa8c8f94713fe0d0,2051033,2048082,2152334,1,0.0
407365,4,85,S,OR,2015,37.351529,-122.060518,fe05bfd87ee41d49995aa3edd9a2d455,2271361,2170786,2152334,1,0.0
407367,4,85,S,ML,2015,37.379368,-122.067871,fab50fb5e82f6e3ab0266159120dffb7,2267768,2169849,2128590,1,0.0
407368,4,85,S,OR,2015,37.379368,-122.067871,362123b8e4ac9fb0f4d6af6bafd8145b,2057989,2054025,2128590,1,0.0
407369,4,85,S,FF,2017,37.331409,-122.054869,42924b5086d501077c62e8d58050abc1,2071254,2065078,2170330,1,0.0
407370,4,85,S,ML,2017,37.333574,-122.057007,bb62606be53ee609901de5440b837020,2200034,2145984,2158472,1,0.0
407371,4,85,S,OR,2017,37.333574,-122.057007,5a47482965dc9147fb987c6f02e46637,2096501,2084610,2114350,1,0.0
407372,4,85,S,ML,2017,37.344708,-122.059991,c93beb767e9b0df430cd3cefe697ab06,2214852,2152334,2126936,1,0.0
407374,4,85,S,ML,2015,37.395123,-122.068612,94e52a6b3a080a7a8e0c0ddea41417a8,2159210,2092038,2146059,1,0.0
407429,4,101,N,ML,2015,37.189168,-121.69071,914993e3d7c0b5d15cf799f973a989fa,2155355,2016405,2140210,2,211.21186591301537
407436,4,101,S,OR,2015,37.765986,-122.405214,e6b1214fe1adb8f2a4997c536cbecd0c,36847,1023691,1014653,1,0.0
407439,4,101,S,ML,2015,37.18886,-121.691027,2843ab2c84f16db9dfb26692227a8a96,2043075,2041107,2103067,2,263.8036121939461
407457,4,680,N,ML,2015,37.978657,-122.065116,19c329223871ef5ae5ba74c17d05af42,4012703,3012559,3013801,1,0.0
407459,4,680,N,OR,2015,37.978657,-122.065116,eb65c7dfcb10aaf4b26f379f91621039,4116782,3067264,3013801,1,0.0
407460,4,680,N,ML,2015,38.061999,-122.131285,6da3710a5ac4b30b1b66a3c6363cfa12,5026301,3512788,3538177,1,0.0
407462,4,680,N,ML,2015,37.845783,-122.025397,a968ab2d8500f6991ec73db79fa5c077,4084204,3064454,3059077,1,0.0
407464,4,680,N,ML,2015,37.926535,-122.060476,e0b38ea8abdc15168cd786487c433b32,4111491,3073902,3077782,1,0.0
407475,4,680,S,ML,2017,37.916062,-122.065598,2244e59508c6cd268fc585767b5546fd,4016907,3016470,3042180,1,0.0
407477,4,680,S,ML,2015,38.062191,-122.13154,19ae24a325f60161a1f8d53a770a6c93,5006116,3506065,3529843,1,0.0
407482,4,680,S,OR,2017,37.916062,-122.065598,8f31ce75a6ffe7440a3206ac8768f3b9,4071170,3057257,3057120,1,0.0
407483,4,680,S,FR,2017,37.916062,-122.065598,8f31ce75a6ffe7440a3206ac8768f3b9,4071170,3057257,3057120,1,0.0
407484,4,680,S,FR,2017,37.916017,-122.065641,8f31ce75a6ffe7440a3206ac8768f3b9,4071170,3057257,3057120,1,0.0
407486,4,680,S,ML,2015,37.845724,-122.025619,a174bcc09c501c9990b9217aa2dce4bc,4080189,3062365,3033231,1,0.0
407627,4,12,E,ML,2017,38.207657,-122.157066,be514ec23070ac87431cc099b50f3337,5045751,3522575,3534696,1,0.0
407710,4,280,N,ML,2017,37.317459,-121.938793,d70728c9dcc47b881d33bda5f68a89bf,2229490,2157861,2122078,1,0.0
407745,4,80,W,FF,2015,37.825278,-122.30642,d35424123c61127fcb906140f2e14b61,3140368,2563066,2583646,1,0.0
407746,4,80,W,FR,2015,37.825306,-122.306251,d35424123c61127fcb906140f2e14b61,3140368,2563066,2583646,1,0.0
407749,4,80,W,OR,2015,38.013465,-122.270906,00c83b368cd7c7ddfcb323cdb3fd3834,4000398,3000403,3001119,2,315.5249418988345
407750,4,80,W,ML,2015,37.825306,-122.306251,9b89a5f78a4058d7c24bc96a351c5e60,3103371,2519445,2547110,1,0.0
407862,4,80,E,OR,2015,37.926363,-122.321257,3b4187b4435e53caba520121bd8154d1,4029430,3027513,3059602,1,0.0
407863,4,80,E,ML,2015,37.871721,-122.305175,99562493587e28e7b04ec8264f00f665,3101872,2580570,2552688,1,0.0
407865,4,80,E,ML,2015,38.074144,-122.230324,87440f81662f34fa717ec84ae7a6608c,5032540,3526704,3509634,1,0.0
407867,4,80,E,OR,2015,38.140142,-122.219232,43a0575d112ae65890745e145f9454fa,5016231,3514974,3529326,1,0.0
407868,4,80,E,FR,2015,38.124481,-122.229258,89d610d9f40fcb41a3b04d30b110ffde,5033144,3504255,3539005,1,0.0
407869,4,80,E,ML,2015,38.124871,-122.229014,11c7937c638e9e8eb7422a3691f6da4d,5004245,3504255,3538046,1,0.0
407870,4,80,E,OR,2015,38.125001,-122.228933,a5bd7e42a0faed884aa528e663e51f3b,5039811,3530879,3538046,1,0.0
407882,4,80,W,ML,2015,37.871671,-122.305506,9a035e0ca2b93de40510f53e0eccf2a4,3102348,2580846,2539284,1,0.0
407883,4,80,W,ML,2015,38.124914,-122.229194,da008832974a00e33ba06c88ab572353,5052426,3500498,3524667,1,0.0
407948,4,101,N,FR,2015,37.601854,-122.379097,d004ef2334b3c795ddb68911c8f67b49,1061377,1543604,1528109,1,0.0
407949,4,101,N,OR,2015,37.602219,-122.379663,b6ac1d038fcd7f5300a3fc666c8638ec,1053931,1539109,1529497,1,0.0
407953,4,101,S,OR,2015,37.602037,-122.379809,216addfefc2ae1224a3920c362c81431,1009833,1509549,1511742,1,0.0
407954,4,101,S,OR,2015,37.60259,-122.380656,216addfefc2ae1224a3920c362c81431,1009833,1509549,1511742,1,0.0
407955,4,101,S,FR,2015,37.603701,-122.382346,cf69561faa36941f6df33a090064603e,1061175,1506705,1520863,1,0.0
407964,4,580,E,ML,2015,37.701648,-121.913371,3483f6d1f2c3736c34f130b45d8c913b,3034980,2532913,2592939,1,0.0
407980,4,4,W,FR,2015,38.019108,-121.939005,e5eb869c2abc1f619056c15e58175979,4114057,3077139,3010633,1,0.0
407981,4,4,W,OR,2015,38.019108,-121.939005,e5eb869c2abc1f619056c15e58175979,4114057,3077139,3010633,1,0.0
407987,4,24,E,ML,2015,37.861705,-122.209368,cdf1b927d5c676b0ce9e0b7430b88c15,4102217,2584156,3071183,1,0.0
407988,4,24,E,OR,2015,37.861705,-122.209368,67d97175217f2ef80703069c3a3b0eeb,4051785,3044871,3077711,1,0.0
407989,4,24,E,FR,2015,37.861705,-122.209368,67d97175217f2ef80703069c3a3b0eeb,4051785,3044871,3077711,1,0.0
407990,4,24,E,ML,2015,37.848686,-122.225718,95259faa891c908744288e432e62f67f,3099095,2541728,2571306,1,0.0
407991,4,24,E,OR,2015,37.848686,-122.225718,a698deefa4e1c6e7b2baba7e1a6fdc18,3110560,2566312,2599146,1,0.0
407992,4,24,E,ML,2015,37.85316,-122.221654,8f0cd2b6c0736f4989ddddaff9d6dd3e,3095037,2576576,2515635,1,0.0
407993,4,24,E,FR,2015,37.852532,-122.22209,d40736f6fe54703f93d9c5afc565f7f4,3140829,2576576,2527458,1,0.0
407994,4,24,E,OR,2015,37.85316,-122.221654,d40736f6fe54703f93d9c5afc565f7f4,3140829,2576576,2527458,1,0.0
407995,4,24,W,ML,2015,37.84877,-122.226571,76841771fdeb217528b6ff455fef1e29,3078689,2566312,2532767,1,0.0
407996,4,24,W,FR,2015,37.84877,-122.226571,a698deefa4e1c6e7b2baba7e1a6fdc18,3110560,2566312,2599146,1,0.0
407999,4,24,W,FR,2017,37.862139,-122.209838,865c7747d818ca8bd54643baf80a6f32,4066799,3026772,3034084,1,0.0
408000,4,24,W,ML,2015,37.852296,-122.222499,32955aec4b2aa3c5751cec952fd13f7a,3033682,2531793,2605620,1,0.0
408001,4,24,W,FR,2017,37.852955,-122.222136,f15e8d4eb422ebdcd93bc42b22bf497a,3160340,2596119,2551018,1,0.0
408002,4,24,W,OR,2015,37.852296,-122.222499,561ac7ebe211959cb9b151125e12d024,3057238,2551018,2605620,1,0.0
408005,4,80,E,OR,2015,38.223717,-122.127327,e8b711c99ef8bbf4f4877690cf612de6,5055962,3501215,3530351,1,0.0
408006,4,80,E,FR,2015,38.257915,-122.062561,814a69cc3ddf05b81fdcabd91af426d6,5031064,3525763,3534958,1,0.0
408007,4,80,E,FR,2015,38.258036,-122.062459,814a69cc3ddf05b81fdcabd91af426d6,5031064,3525763,3534958,1,0.0
408008,4,80,E,FR,2015,38.259379,-122.061367,814a69cc3ddf05b81fdcabd91af426d6,5031064,3525763,3534958,1,0.0
408009,4,80,E,OR,2015,38.259621,-122.061166,38751229e8abde0874c4d455725fa566,5013599,3512771,3504291,1,0.0
408013,4,80,E,FR,2017,37.953441,-122.328331,17ff9e2b08e6aaa211305f06cee8bcd5,4011860,3011756,3030948,1,0.0
408019,4,80,W,FR,2017,37.949288,-122.326446,70d9df637719402f089dd2a89ce4447e,4056158,3005596,3055192,1,0.0
408020,4,80,W,FR,2015,38.223481,-122.128122,e8b711c99ef8bbf4f4877690cf612de6,5055962,3501215,3530351,1,0.0
408093,4,101,N,ML,2017,37.661537,-122.402393,cbd32a0c5511e1db6056a173bd025afb,1060168,1543102,1500750,1,0.0
408094,4,101,N,FR,2015,37.662266,-122.401263,df586ae361d884eeda3ac842ebe03e3b,1065926,1543102,1505895,1,0.0
408098,4,101,S,ML,2015,37.665359,-122.397143,5640508626f5d04239def9d8f775c9c6,1025234,1504442,1525138,1,0.0
408099,4,101,S,OR,2015,37.665252,-122.397266,0f2df301a0574c4ae5a116c826d7def8,1004463,1504442,1543757,1,0.0
408100,4,101,S,FR,2015,37.668456,-122.394143,86effcf9944c738cb7812064500adbb9,1039658,1523511,1509178,1,0.0
408101,4,101,S,ML,2015,37.661758,-122.402363,61df28f624a19a98e7fe0cd00c9613b8,1028726,1525138,1537783,1,0.0
408102,4,101,S,OR,2015,37.661758,-122.402363,c295444ade6c1026091ff2efbb5f5bf6,1057434,1506093,1537783,1,0.0
408108,4,580,E,OR,2015,37.891533,-122.308848,7ec9051038d1b765338acc8fd4dd18df,3084162,2526518,2587518,1,0.0
408109,4,580,E,FR,2015,37.891533,-122.308848,7ec9051038d1b765338acc8fd4dd18df,3084162,2526518,2587518,1,0.0
408133,4,880,N,ML,2015,37.637181,-122.088255,1cffe48cd2709bf4a5767763f16ffc04,3019250,2518805,2562407,1,0.0
408135,4,880,N,ML,2017,37.639571,-122.089968,1cffe48cd2709bf4a5767763f16ffc04,3019250,2518805,2562407,1,0.0
408138,4,880,N,ML,2017,37.794185,-122.264627,4542ba0e88db17308f9893ff30b301e2,3046109,2542225,2555421,1,0.0
408139,4,880,N,FR,2017,37.794185,-122.264627,53e547cf9f6a0a2bcbb880f99a47cab0,3055816,2542225,2535625,1,0.0
408140,4,880,S,ML,2016,37.637086,-122.088463,b124e3c67a04d535d975dff2fb5692f4,3117607,2588930,2586430,1,0.0
408141,4,880,S,ML,2015,37.652014,-122.098927,8e6e383d06999b4ed63fd9ebf4e6e345,3094586,2543932,2564348,1,0.0
408142,4,880,S,ML,2015,37.639477,-122.090158,b124e3c67a04d535d975dff2fb5692f4,3117607,2588930,2586430,1,0.0
408149,4,4,E,FR,2017,38.012181,-121.868816,90ac9aace06c817dba4afd254a422f3e,4071915,3057700,3033453,1,0.0
408151,4,4,E,ML,2015,37.952549,-121.744429,c9628359fda037e77628b61460613f51,4099952,3071748,3021369,1,0.0
408152,4,4,E,ML,2015,37.960149,-121.74361,ff90d3fb5034f779cc6c4841f2fbcfc5,4126862,3067727,3079038,1,0.0
408153,4,4,E,OR,2015,37.960149,-121.74361,5997a83930fe4691f32d3dc1f622dc18,4044554,3012108,3079038,1,0.0
408154,4,4,E,ML,2015,38.007839,-121.852239,9f2aa115f5eb181f4162e713089d2891,4079076,3061774,3007543,1,0.0
408157,4,4,E,FR,2015,37.957175,-121.744414,5997a83930fe4691f32d3dc1f622dc18,4044554,3012108,3079038,2,2904.8202419580844
408161,4,4,E,FR,2015,38.014114,-121.878043,c49f9c62386493340a82f0060a4cf1ac,4097605,3050631,3004122,2,897.0861982511491
408163,4,4,W,OR,2017,38.012505,-121.869759,e430870886b5a61861a6f9ebbcd07f31,4113168,3020733,3064840,1,0.0
408164,4,4,W,ML,2017,38.012389,-121.86926,0321ddce9cc98ab88007331836b9ee88,4001533,3001560,3064840,1,0.0
408165,4,4,W,ML,2015,38.007951,-121.851962,e11f158ab8e8b4ea9f9ff440aff53431,4111708,3076318,3001560,1,0.0
408166,4,4,W,ML,2015,37.953027,-121.744424,75c1c3517440fc6d58eb8e76bc4077eb,4058581,3049475,3061725,1,0.0
408172,4,4,W,OR,2015,37.957681,-121.744286,b66914a8c950b2cbad68a11cb75f7ffd,4090525,3061725,3077304,2,3094.0611673689154
408177,4,80,E,OR,2015,38.17071,-122.197851,9f7c03a59a14c8278e331e81baef7a11,5038295,3516065,3529426,1,0.0
408178,4,80,E,ML,2017,38.094187,-122.229869,a51364d8fd17b89c830badbb332224ef,5039651,3530786,3526647,1,0.0
408179,4,80,E,FR,2017,38.09233,-122.230162,c259851277a0dc0cfa21486c197f4fdb,5046701,3530786,3523420,1,0.0
408180,4,80,E,FR,2017,38.092755,-122.230069,c259851277a0dc0cfa21486c197f4fdb,5046701,3530786,3523420,1,0.0
408181,4,80,E,OR,2017,38.092755,-122.230069,c259851277a0dc0cfa21486c197f4fdb,5046701,3530786,3523420,1,0.0
408182,4,80,E,OR,2017,38.092614,-122.2301,c259851277a0dc0cfa21486c197f4fdb,5046701,3530786,3523420,1,0.0
408183,4,80,E,OR,2017,38.09476,-122.22982,7815f6e3b449ddabbbba7683c867698e,5028842,3506332,3526647,1,0.0
408190,4,80,E,FR,2015,38.168444,-122.201197,f757e8c31b0cc6c654560c7bc0765ec4,6016704,4007743,3516065,1,0.0
408193,4,80,W,OR,2017,38.092685,-122.230301,0c139917acbee0c3616e00316e2f55fa,5002904,3502937,3512374,1,0.0
408194,4,80,W,FR,2017,38.092968,-122.230242,0c139917acbee0c3616e00316e2f55fa,5002904,3502937,3512374,1,0.0
408264,4,101,N,OR,2017,37.469675,-122.156317,43353c78f2c4e72e5c8ce09001bd6fb1,1019624,1511791,1501261,1,0.0
408265,4,101,N,FR,2017,37.46959,-122.156168,43353c78f2c4e72e5c8ce09001bd6fb1,1019624,1511791,1501261,1,0.0
408267,4,101,N,OR,2015,37.468559,-122.154403,8bf253ebd47bf142ecf954f9372f1b73,1041169,1530766,1523330,1,0.0
408272,4,101,S,OR,2017,37.468042,-122.153981,abf79e2bc66c440d112df8f44a413792,1050745,1532695,1522342,1,0.0
408273,4,101,S,FR,2017,37.468307,-122.154416,40a5b64b2c45df4aca80b20e6ddf7436,1018919,1517584,1510964,1,0.0
408276,4,101,S,OR,2015,37.458804,-122.138264,f38f152038cd7e726477e36e431bdb1a,1071957,1530301,1539026,1,0.0
408278,4,101,S,OR,2015,37.469181,-122.155873,ae792659de6d4d0bd99c96067d63a475,1051507,1539158,1535253,1,0.0
408279,4,101,S,FR,2015,37.469612,-122.156607,d2570cee22d96cc98056266383155f2d,1062077,1537503,1504826,1,0.0
408289,4,680,N,FR,2017,38.061999,-122.131285,38849ddd9c2a276854c0dc522015e55b,5013619,3512788,3536836,1,0.0
408339,4,80,W,OR,2017,37.88833,-122.30909,7ec9051038d1b765338acc8fd4dd18df,3084162,2526518,2587518,1,0.0
408404,4,101,N,OR,2015,37.364085,-121.901149,95012df456c54fb52f6ef2e96a1d2346,2159359,2050962,2119598,1,0.0
408410,4,101,S,OR,2017,37.364382,-121.902692,27a44341be87f9d30bb195f1e08a0b16,2042431,2040535,2150650,1,0.0
408437,4,880,N,OR,2015,37.363402,-121.902233,be28da4d98798cfaad7556a1f59f9797,2203061,2147328,2143673,1,0.0
408438,4,880,N,OR,2015,37.36614,-121.901132,d0f5c01a56b51d7611d784d472dc97f3,2223090,2144635,2065339,1,0.0
408441,4,880,S,OR,2015,37.362439,-121.903211,44e206b6aef2d68c52dd1469f6ec6941,2073755,2029288,2099375,1,0.0
408464,4,80,E,ML,2015,38.357573,-121.974911,bfceebfac09ddf76a02c5f63cfe136cf,5046091,3533953,3507307,1,0.0
408465,4,80,E,FR,2016,38.359113,-121.97297,f03c0e4649480990695c5f5b086ee565,5057781,3507307,3537652,1,0.0
408466,4,80,E,OR,2017,37.878155,-122.307214,596ceef45d1913f26b898653df2aa18f,3059426,2552688,2571394,1,0.0
408467,4,80,E,OR,2017,37.889597,-122.308245,2789142d8873f70a5d594ab1a059f899,3026322,2525282,2606495,1,0.0
408473,4,80,W,ML,2015,38.357776,-121.97501,4ddd52c9b51fa108d403a6dfbb5377cb,5018667,3516911,3530439,1,0.0
408589,4,980,E,FR,2015,37.807128,-122.277632,b37a3e6405ea92faef2f9f02f1379a97,3119191,2526352,2574370,1,0.0
408590,4,980,E,OR,2015,37.808651,-122.276601,b37a3e6405ea92faef2f9f02f1379a97,3119191,2526352,2574370,1,0.0
408591,4,980,E,OR,2017,37.810407,-122.275345,53cc8a2565633d7446d2fec0bb0131c8,3055757,2549892,2578536,1,0.0
408594,4,980,W,FR,2017,37.810554,-122.275579,855113698880adbe48ae7bc5a751426e,3088454,2549762,2605523,1,0.0
408601,4,4,E,OR,2017,38.00335,-121.835925,3e9c773dc7cb735ccca946fad3f2f48a,4031080,3024385,3025565,1,0.0
408602,4,4,E,ML,2017,38.00335,-121.835925,0f0802f52b6b8e9b759e27e49694e0c9,4007500,3007543,3018536,1,0.0
408604,4,4,E,ML,2017,38.002147,-121.831598,26d12173e506be1d422f1e72f8c169de,4019165,3018536,3003186,1,0.0
408606,4,4,E,ML,2017,37.938103,-121.738773,81e0345bbd6243043ab96e5e38815612,4064593,3022875,3033664,1,0.0
408608,4,4,E,ML,2017,37.930776,-121.73529,30668996a89ad4f3b25f3b8fb32b915d,4024032,3022875,3047382,1,0.0
408615,4,4,W,ML,2017,38.004306,-121.838771,33eeb376201029b281dd5f0a371ff0a3,4025744,3024385,3076318,1,0.0
408618,4,4,W,OR,2017,37.944701,-121.741896,04eb10383afb79ab098f8474968a2faa,4002465,3002509,3049475,1,0.0
408619,4,4,W,ML,2017,37.944701,-121.741896,84c871baa5b8cfb4064956d5fee63c69,4066005,3033664,3049475,1,0.0
408621,4,4,W,ML,2017,37.930767,-121.735286,30668996a89ad4f3b25f3b8fb32b915d,4024032,3022875,3047382,1,0.0
408634,4,80,E,ML,2017,38.044441,-122.238958,653d9eb97fe4fec97526627d5065ad84,4050471,3043909,3011998,1,0.0
408664,4,87,S,OR,2015,37.294625,-121.873166,f3d7ebec4b6fad72beb43976e3551192,2260207,2027091,2156955,2,119.35127505328371
408665,4,87,S,FR,2017,37.294949,-121.873109,f3d7ebec4b6fad72beb43976e3551192,2260207,2027091,2156955,1,0.0
408666,4,87,S,OR,2015,37.326633,-121.894273,07119c89a487a7c7d874a81351839326,2007559,2007617,2143201,2,79.54242767180591
408755,4,880,N,ML,2017,37.482839,-121.936112,50016eb703b539720ca92ccb44145d4d,3053248,2507565,2574944,2,159.75290910485288
408756,4,880,N,ML,2015,37.485075,-121.938463,50016eb703b539720ca92ccb44145d4d,3053248,2507565,2574944,1,0.0
408757,4,880,S,ML,2015,37.483008,-121.936464,b63483032cbb110496be48018a382e32,3121055,2518425,2608455,1,0.0
408773,4,17,N,FR,2017,37.22756,-121.974161,450488db2707b9f528fc128f92998a42,2073928,2067213,2146764,1,0.0
408774,4,17,S,OR,2017,37.225761,-121.976049,90957334107e2794d76f5e56297f4264,2154601,2122781,2014729,1,0.0
408782,4,80,E,FR,2017,38.370769,-121.956127,99028abd2f927884c86072315101f6bf,5036707,3529169,3522172,1,0.0
408783,4,80,E,OR,2017,37.849265,-122.298899,02426ce3957f9f7888e380549bfa7f2b,3001476,2501507,2576972,1,0.0
408790,4,80,W,ML,2017,38.346893,-121.996082,e2ea4b1aaf67398fd5b5eded5a92af94,5054499,3537224,3505534,1,0.0
408865,4,101,S,OR,2017,37.000576,-121.556215,c4a1862d089437645f9da82f73a5a6ea,2209936,2150302,2167824,1,0.0
408872,4,280,N,FR,2015,37.3175,-121.93734,fd47b8035f36e1af779941e78d58bf74,2270504,2157861,2055597,1,0.0
408905,4,880,N,OR,2017,37.32414,-121.940638,e0d0bdd4ed3fa82fd08d1d535a6aa90a,2239876,2134549,2165217,1,0.0
408906,4,880,N,OR,2017,37.324285,-121.94065,e0d0bdd4ed3fa82fd08d1d535a6aa90a,2239876,2134549,2165217,1,0.0
408907,4,880,N,ML,2015,37.321822,-121.940425,c6d2ddfe1eff82490a6ac55d7127e01f,2212305,2014365,2143216,1,0.0
408908,4,880,N,OR,2015,37.320661,-121.940285,2cae4290c04f42dc80386cc5d8392e16,2047790,2045268,2112865,1,0.0
408909,4,880,N,OR,2015,37.319935,-121.940207,2cae4290c04f42dc80386cc5d8392e16,2047790,2045268,2112865,1,0.0
408910,4,880,N,FR,2015,37.319644,-121.940183,2cae4290c04f42dc80386cc5d8392e16,2047790,2045268,2112865,1,0.0
408911,4,880,S,ML,2016,37.325153,-121.940859,77ac06b6fb4a15cebea944a8a82d9184,2127950,2106512,2094084,1,0.0
408912,4,880,S,FR,2017,37.323856,-121.940803,8112e4f4a0b892c0fa49c250fa1a8976,2137946,2112865,2143216,1,0.0
408913,4,880,S,FR,2017,37.32573,-121.940868,c630e009ed1e2864d6ade970592fc901,2211593,2106512,2129066,1,0.0
408914,4,880,S,FF,2017,37.319065,-121.940319,2cae4290c04f42dc80386cc5d8392e16,2047790,2045268,2112865,1,0.0
408915,4,880,S,FF,2017,37.318919,-121.940307,2cae4290c04f42dc80386cc5d8392e16,2047790,2045268,2112865,1,0.0
408916,4,880,S,OR,2017,37.318458,-121.940301,2cae4290c04f42dc80386cc5d8392e16,2047790,2045268,2112865,1,0.0
408917,4,880,S,OR,2017,37.318301,-121.940305,2cae4290c04f42dc80386cc5d8392e16,2047790,2045268,2112865,1,0.0
409044,4,242,N,FR,2015,37.985831,-122.040861,387f4c0d91ccc8e1b3cbb4b39db81977,4028027,3010927,3062942,1,0.0
409045,4,242,S,OR,2015,37.987627,-122.040728,ccf457a288e56c319642b1a1cb278dc7,4101710,3006666,3049579,1,0.0
409056,4,680,N,OR,2015,37.343919,-121.845498,1fb05bd0801808eb89e1bb0d1517444b,2033983,2032858,2169463,1,0.0
409057,4,680,N,OR,2015,37.355375,-121.838389,58b8b691e7db84016b2e18f6b036f10c,2094938,2083444,2084731,1,0.0
409058,4,680,N,OR,2017,37.358523,-121.840267,c9184f7ad8e9458ee947c8072b90c206,2214707,2067442,2168951,1,0.0
409059,4,680,N,OR,2015,37.360485,-121.841441,901452b2b87ddad19c3bea174adabdaf,2154044,2065610,2125665,1,0.0
409060,4,680,N,OR,2015,37.368496,-121.846497,28bf2d8e9e6decefcab4605fee69c800,2043587,2037214,2153836,1,0.0
409061,4,680,N,OR,2015,37.385475,-121.863839,37d39b98be73b8a35c921ee22bfaa365,2059847,2055635,2130905,1,0.0
409062,4,680,N,OR,2015,37.40088,-121.876103,31be7496a7602eb5b51d7c613afd27a7,2053295,2050055,2101952,1,0.0
409063,4,680,N,OR,2015,37.415987,-121.880726,97f7ee0bd105c80a18a52b3bc80d3a76,2162475,2096343,2028943,1,0.0
409064,4,680,N,OR,2017,37.438581,-121.889375,18d911fbac6b3f3cadd127576b4692d8,2026620,2026051,2148562,1,0.0
409065,4,680,N,OR,2017,37.447443,-121.891175,206d60d42346179dde682c19909c10e8,2034794,2033601,2101814,1,0.0
409072,4,680,S,OR,2017,37.354692,-121.838351,0d3873398eda3e506aae53254646a4fd,2014245,2014216,2168809,1,0.0
409073,4,680,S,OR,2015,37.358648,-121.840616,0d3873398eda3e506aae53254646a4fd,2014245,2014216,2168809,1,0.0
409074,4,680,S,OR,2015,37.365966,-121.84502,527fc6e78761dac4b4ca32fbde6e0ebe,2088273,2078396,2114276,1,0.0
409075,4,680,S,OR,2015,37.383248,-121.861797,d9adcc60edab3678780d532a55203473,2232331,2068238,2116190,1,0.0
409076,4,680,S,OR,2015,37.391614,-121.870798,e9dc9ecd69604d864447ff5b09565117,2249522,2164588,2090379,1,0.0
409077,4,680,S,OR,2015,37.398207,-121.875543,35d7747bdc91225f2a5e9bf06fb1bcfe,2057695,2053778,2165131,1,0.0
409078,4,680,S,OR,2015,37.412844,-121.880066,1b8efd825b5604b4f59d108c09a837f9,2029498,2028743,2013573,1,0.0
409100,4,80,E,ML,2015,38.104549,-122.229604,0b949f5f294e3cad382687858a03b8f1,5002788,3502820,3522941,1,0.0
